customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
100247,33.0,Female,West,Primary,Salaried,883720.83,214340.55,Car,559.0,1,30,39.62,2026-06-03,1
100248,31.0,Male,East,Secondary,Salaried,252394.51,955133.0,Business,695.2,2,33,15.44,2026-07-29,1
100249,57.0,Female,South,Graduate,Salaried,292008.74,697740.99,Education,513.0,0,31,31.81,2020-06-23,0
100250,42.0,Male,East,Graduate,Salaried,115402.38,621607.31,Home,554.1,1,31,20.91,2019-05-17,1
100251,24.0,Female,South,Secondary,Salaried,352397.16,691378.98,Home,679.8,1,19,22.45,2020-03-09,0
100252,48.0,Female,South,Secondary,Salaried,930856.41,1892898.86,Business,633.8,4,34,55.11,2025-12-14,0
100253,61.0,Male,East,Secondary,Self-Employed,,1669541.84,Business,849.3,1,24,22.52,2021-01-28,0
100254,49.0,Female,North,Secondary,Salaried,486913.25,298037.22,Other,835.9,2,27,7.21,2021-02-16,0
100255,21.0,Female,East,Secondary,Unemployed,543295.36,1192227.37,Home,606.2,2,23,9.77,2023-10-18,1
100256,,Female,North,Secondary,Self-Employed,376542.62,566313.89,Other,727.4,1,32,31.13,2025-06-04,1
100257,52.0,Female,South,Secondary,Self-Employed,615562.0,607107.01,Home,743.7,3,21,13.23,2025-10-10,0
100258,30.0,Female,South,Secondary,Salaried,838111.66,163021.99,Home,629.2,4,28,11.69,2018-08-09,1
100259,,Male,North,Graduate,Self-Employed,226145.94,406269.25,Other,552.9,0,21,45.34,2026-05-16,0
100260,47.0,Male,South,Post-Graduate,Salaried,648540.53,276318.29,Car,679.0,2,24,32.0,2024-03-20,0
100261,28.0,Female,North,Graduate,Self-Employed,918514.29,739580.31,Education,665.3,2,34,27.6,2025-06-17,0
100262,37.0,Male,North,Primary,,437734.74,855679.49,Home,643.0,5,38,8.37,2024-03-08,0
100263,18.0,Female,South,Primary,Unemployed,808599.4,129613.35,Education,717.6,2,17,13.36,2020-07-19,0
100264,27.0,Female,West,Post-Graduate,Unemployed,2586286.19,444089.74,Other,616.2,2,28,23.31,2020-06-04,1
100265,35.0,,North,Secondary,Salaried,519324.92,882152.1,Car,582.1,4,28,42.68,2026-01-08,1
100266,24.0,Male,East,Primary,Salaried,682824.01,402316.95,Education,689.3,1,19,19.66,2018-09-19,0
100267,56.0,Female,East,Graduate,Self-Employed,366495.73,696930.55,Home,712.8,4,25,9.02,2025-01-09,0
100268,22.0,Male,South,Graduate,Salaried,607654.47,555543.47,Education,580.0,3,24,63.6,2021-06-25,0
100269,33.0,Female,West,Graduate,Self-Employed,708441.63,552384.15,Car,758.9,6,22,34.13,2020-03-08,0
100270,39.0,Male,South,Secondary,Salaried,612213.8,382396.72,Home,529.5,0,21,24.45,2021-07-04,1
100271,54.0,Female,West,Primary,Salaried,313903.57,216870.22,Car,630.9,3,23,13.02,2025-01-31,0
100272,22.0,Male,North,Post-Graduate,Unemployed,,229597.89,Home,658.1,1,20,31.44,2019-02-21,0
100273,51.0,Female,North,Secondary,Self-Employed,1229208.87,688736.73,Other,625.9,1,22,40.37,2023-10-02,0
100274,38.0,Male,North,Graduate,Self-Employed,703922.28,455284.52,Car,632.0,2,28,27.07,2022-11-23,0
100275,27.0,Female,North,Graduate,Salaried,933565.6,414113.56,Home,839.0,2,37,34.18,2018-02-07,0
100276,43.0,Male,East,Graduate,Self-Employed,482780.3,348944.74,Car,607.7,1,31,4.26,2024-06-13,0
100277,40.0,Female,East,Secondary,Salaried,830778.66,374703.21,Car,850.0,2,22,24.94,2020-04-25,0
100278,31.0,Female,South,Secondary,,641311.69,843360.63,Business,717.2,3,26,5.43,2020-06-16,0
100279,39.0,Male,West,Graduate,Self-Employed,326006.52,368006.7,Other,687.8,2,22,43.41,2018-02-22,0
100280,34.0,Male,North,Graduate,Salaried,655307.66,201262.24,Car,720.5,2,28,64.81,2019-08-29,1
100281,39.0,Male,North,Post-Graduate,Salaried,318774.87,703057.48,Business,850.0,4,31,37.79,2019-03-28,1
100282,,Female,West,Primary,Salaried,388321.7,397948.1,Education,595.5,1,15,19.51,2019-04-06,0
100283,55.0,Female,West,Secondary,Self-Employed,610359.94,458557.23,Home,584.8,0,21,6.68,2020-02-14,0
100284,24.0,Female,South,Post-Graduate,Salaried,647683.81,1180619.48,Business,615.8,3,24,73.33,2023-02-02,0
100285,61.0,Male,West,Graduate,Self-Employed,285956.71,444482.75,Education,682.7,2,21,38.25,2021-03-06,0
100286,18.0,Male,North,Post-Graduate,Salaried,982018.8,535262.77,Education,533.3,5,18,17.53,2021-10-27,0
100287,36.0,Female,North,Secondary,Self-Employed,753343.83,221826.04,Other,850.0,3,28,26.05,2024-09-08,0
100288,44.0,Male,North,Graduate,Self-Employed,373275.83,394431.67,Car,824.0,7,17,45.39,2020-11-26,1
100289,41.0,Other,North,Graduate,Salaried,236097.92,648695.36,Other,692.9,1,20,45.57,2022-08-05,0
100290,31.0,Male,North,Graduate,Salaried,507867.59,176977.63,Business,655.1,4,31,38.17,2026-06-07,0
100291,36.0,Female,South,Secondary,Salaried,430371.69,507630.92,Car,627.5,1,27,36.47,2025-05-18,0
100292,33.0,Male,North,Primary,Salaried,585312.29,478053.3,Education,,2,25,61.78,2024-04-29,1
100293,32.0,Male,South,Graduate,Self-Employed,450430.65,461286.84,Car,609.8,4,24,18.86,2025-05-03,1
100294,47.0,,North,Secondary,Salaried,182329.78,838439.92,Other,836.9,2,27,6.7,2021-07-06,0
100295,42.0,Female,East,Secondary,Self-Employed,444223.34,549995.83,Education,850.0,0,17,35.78,2021-09-08,1
100296,30.0,Other,East,Post-Graduate,Salaried,464902.53,1092354.48,Home,701.8,2,25,36.85,2025-01-21,0
100297,48.0,Male,East,Secondary,,779327.87,247916.97,Car,679.0,2,26,20.28,2024-06-06,0
100298,41.0,Male,East,Graduate,,374618.61,488237.67,Education,767.6,0,22,19.53,2023-03-04,0
100299,47.0,Female,South,Secondary,Salaried,1384631.54,473393.83,Home,,1,24,48.47,2019-04-30,1
100300,45.0,Female,South,Graduate,Salaried,192196.06,236913.45,Home,611.5,3,14,13.95,2018-04-02,1
100301,29.0,Male,West,Post-Graduate,Salaried,1131229.53,3405261.5,Car,635.2,0,22,22.27,2021-04-02,0
100302,32.0,Male,North,Primary,Salaried,486162.46,1815382.68,Car,567.6,1,38,36.94,2021-09-20,1
100303,46.0,Male,East,Primary,,882439.26,1127985.52,Car,,1,22,30.52,2024-06-20,0
100304,45.0,Female,South,Secondary,Salaried,574677.55,609269.22,Home,736.7,2,31,50.97,2023-04-22,0
100305,,Male,North,Primary,Self-Employed,1029340.75,473408.51,Home,565.3,0,22,36.8,2026-03-12,0
100306,39.0,Male,North,Graduate,Salaried,444464.06,293270.91,Business,641.3,0,23,10.95,2024-04-04,1
100307,52.0,Male,South,Post-Graduate,Salaried,,150926.27,Education,565.5,0,13,34.09,2022-09-06,0
100308,31.0,Male,East,Secondary,Salaried,6226406.4,294648.61,Home,603.6,3,28,36.03,2023-11-01,0
100309,44.0,Male,West,Secondary,Salaried,516721.44,195209.35,Car,726.8,3,24,10.18,2025-06-09,0
100310,36.0,Male,North,Secondary,Self-Employed,621276.01,1251012.91,Education,617.7,0,20,19.91,2023-06-13,1
100311,36.0,Male,West,Graduate,Unemployed,1084670.82,419969.36,Home,654.4,2,25,12.66,2018-06-27,1
100312,,Female,East,Primary,Salaried,311794.06,365657.09,Home,541.7,3,21,18.03,2018-09-07,0
100313,47.0,Male,East,Graduate,Unemployed,763137.54,767194.13,Home,695.9,5,27,67.59,2020-02-04,0
100314,47.0,Female,West,Graduate,Salaried,397611.8,947880.54,Business,676.2,3,28,5.72,2025-06-07,0
100315,52.0,Female,East,Graduate,Salaried,511437.37,284044.0,Business,618.0,1,22,32.72,2026-01-29,1
100316,38.0,Female,North,Secondary,Salaried,572304.8,468760.02,Business,663.9,3,23,8.64,2018-04-01,0
100317,46.0,Female,West,Graduate,Salaried,240999.84,834229.86,Business,695.3,2,23,7.66,2018-12-05,0
100318,35.0,Male,East,Primary,Salaried,358367.11,608050.91,Education,610.7,0,27,32.58,2022-07-20,0
100319,42.0,Male,West,Secondary,,1156332.19,522300.28,Car,554.5,2,25,54.5,2023-02-16,0
100320,37.0,Female,North,Graduate,Salaried,895447.36,471593.9,Education,833.5,4,21,33.03,2018-06-18,0
100321,39.0,Other,East,Graduate,Unemployed,531374.22,572143.08,Home,626.2,3,27,17.71,2025-03-10,0
100322,45.0,Female,North,Primary,Salaried,628688.67,507877.02,Education,671.8,2,26,63.06,2020-02-19,0
100323,29.0,Female,East,Secondary,Salaried,467820.61,242563.67,Business,765.9,3,29,32.61,2018-06-19,0
100324,61.0,,South,Secondary,Self-Employed,1159842.08,462614.97,Education,850.0,3,19,23.09,2024-08-06,0
100325,27.0,Male,East,Secondary,Salaried,492613.24,236283.98,Car,574.2,1,24,25.01,2024-04-10,0
100326,25.0,,West,Secondary,Salaried,624799.89,472433.55,Home,718.2,1,22,20.97,2018-05-18,0
100327,51.0,Female,East,Primary,Self-Employed,1033012.8,337261.58,Education,619.9,5,20,54.82,2026-06-27,0
100328,47.0,Female,North,Secondary,Unemployed,358656.09,2064981.52,Business,,2,19,15.97,2019-06-03,0
100329,45.0,Male,North,Graduate,Self-Employed,1296277.96,439356.41,Business,618.8,4,22,23.14,2021-11-22,1
100330,45.0,Female,East,Graduate,,237024.74,193776.19,Car,584.3,4,32,64.68,2024-07-08,0
100331,38.0,Male,West,Graduate,Self-Employed,1347789.94,415191.33,Business,676.5,2,20,36.84,2026-04-01,0
100332,28.0,Female,South,Primary,Unemployed,448068.76,614533.12,Education,554.7,2,25,32.03,2025-02-23,1
100333,39.0,Male,West,Post-Graduate,Salaried,481272.66,1228152.09,Other,760.5,3,27,71.64,2024-10-09,0
100334,31.0,Male,South,Graduate,Salaried,194496.21,315947.53,Education,684.7,4,24,33.22,2021-03-05,1
100335,49.0,,North,Graduate,Salaried,428281.71,174128.02,Education,715.9,1,23,24.19,2025-05-12,0
100336,36.0,Male,West,Graduate,Salaried,310450.57,734617.38,Education,640.4,2,32,30.6,2019-12-10,1
100337,29.0,Female,South,Post-Graduate,Self-Employed,393748.66,196544.4,Business,300.0,1,31,50.79,2021-07-14,0
100338,34.0,Female,East,Graduate,Self-Employed,509993.13,346386.19,Other,704.4,6,20,71.15,2023-07-29,1
100339,43.0,Female,North,Secondary,Salaried,,385551.7,Home,581.1,2,19,25.08,2018-04-17,0
100340,32.0,Male,East,Graduate,Salaried,616525.77,431586.31,Home,649.6,2,24,19.93,2025-02-20,0
100341,29.0,Male,North,Graduate,Self-Employed,651410.78,680444.5,Other,606.9,1,30,16.2,2023-12-26,0
100342,41.0,Male,West,Graduate,Salaried,301081.99,298588.69,Education,604.3,4,29,31.73,2025-04-16,0
100343,41.0,Other,West,Graduate,Self-Employed,338831.7,381843.19,Education,500.7,2,22,24.84,2023-09-26,1
100344,32.0,Female,North,Primary,Salaried,1479141.36,446163.45,Car,793.8,3,35,11.0,2023-07-06,0
100345,33.0,Female,North,Secondary,Salaried,367071.89,492259.67,Home,621.6,1,25,51.21,2022-08-16,0
100346,41.0,Female,North,Post-Graduate,Salaried,1367627.57,477203.91,Business,778.9,4,38,35.93,2024-08-12,1
100347,22.0,,West,Graduate,Salaried,,584555.1,Business,770.8,4,24,30.98,2018-01-06,1
100348,23.0,Female,South,Graduate,Self-Employed,550692.54,746616.22,Car,570.7,0,29,50.68,2019-06-07,0
100349,30.0,Male,East,Secondary,Unemployed,990905.45,569539.45,Car,587.5,8,32,36.12,2025-01-20,0
100350,36.0,Female,East,Secondary,Self-Employed,1107055.55,590753.53,Business,850.0,3,26,41.44,2022-08-06,1
100351,41.0,Male,West,Post-Graduate,Salaried,517480.26,174149.42,Home,828.8,2,20,8.55,2018-03-07,0
100352,54.0,Female,East,Graduate,Salaried,444248.73,463767.9,Other,677.3,3,26,24.34,2024-10-03,1
100353,47.0,Female,North,Graduate,Self-Employed,533341.55,600013.47,Home,701.9,0,19,10.99,2026-03-01,0
100354,36.0,Female,South,Secondary,Self-Employed,,696879.35,Education,626.4,2,31,16.06,2019-05-13,0
100355,38.0,Male,East,Graduate,Salaried,897968.78,297031.18,Other,716.7,2,20,35.98,2022-02-01,0
100356,27.0,Male,South,Secondary,Salaried,551281.02,303027.64,Education,619.0,1,29,35.15,2024-07-06,0
100357,38.0,Male,North,Graduate,Self-Employed,773020.63,318871.17,Car,507.2,3,26,25.26,2025-09-16,0
100358,35.0,Male,East,Secondary,Salaried,1354267.68,620853.98,Business,567.7,2,31,9.71,2020-09-27,0
100359,42.0,Male,West,Secondary,Salaried,678333.17,836792.57,Car,681.8,2,24,32.31,2022-07-21,0
100360,29.0,Female,South,Graduate,Salaried,652836.91,352401.63,Home,583.9,2,26,50.78,2023-07-11,0
100361,44.0,Female,North,Post-Graduate,Salaried,238535.3,775901.03,Other,674.3,3,22,39.19,2025-01-21,1
100362,55.0,Male,South,Primary,Self-Employed,129414.02,484605.65,Business,588.7,3,28,45.11,2022-10-09,0
100363,37.0,Male,East,Graduate,Unemployed,680974.55,417663.51,Education,613.5,3,31,29.64,2022-06-13,0
100364,42.0,Male,East,Secondary,,522050.83,396397.32,Car,752.5,1,17,45.67,2024-04-09,0
100365,46.0,Female,West,Secondary,Salaried,414381.81,704307.04,Home,701.0,2,28,41.97,2024-07-25,0
100366,34.0,Male,North,Primary,,628829.33,547079.58,Home,679.2,3,24,59.2,2020-11-06,0
100367,40.0,Female,North,Secondary,Salaried,532028.06,1762948.27,Education,754.7,0,19,22.66,2022-01-29,0
100368,38.0,Male,West,Graduate,Salaried,1022695.86,269862.56,Business,,3,24,47.51,2025-08-14,0
100369,39.0,Other,West,Primary,Salaried,576675.23,614069.8,Education,803.0,1,23,49.76,2026-01-08,0
100370,29.0,Female,North,Secondary,Salaried,364712.9,327578.26,Business,640.9,1,17,26.91,2018-12-29,0
100371,38.0,Male,South,Post-Graduate,Salaried,948147.15,267113.96,Home,643.5,0,28,65.21,2026-05-21,1
100372,43.0,Female,South,Primary,Salaried,488088.23,447075.42,Car,569.4,2,27,30.89,2022-06-23,0
100373,54.0,Male,West,Graduate,Salaried,734737.62,488656.15,Home,,3,14,10.67,2019-06-09,0
100374,49.0,Female,South,Secondary,Salaried,422987.4,2591913.58,Car,762.0,2,34,44.75,2020-04-10,0
100375,,Male,North,Graduate,Salaried,384719.11,402928.89,Home,790.5,4,30,46.0,2025-09-30,1
100376,30.0,Female,East,Secondary,Unemployed,576059.41,228409.56,Other,761.6,1,26,39.24,2022-09-19,0
100377,48.0,Female,East,Secondary,Salaried,553894.39,530093.82,Home,527.5,2,29,30.99,2019-02-24,1
100378,40.0,Female,South,Secondary,Salaried,716102.38,129601.4,Other,772.1,1,26,15.32,2025-10-04,0
100379,62.0,Female,West,Primary,Unemployed,474453.26,425844.18,Car,523.7,2,34,7.82,2018-05-13,0
100380,29.0,Male,West,Secondary,Unemployed,200320.86,454347.69,Other,756.3,4,21,33.24,2023-08-24,0
100381,29.0,Male,West,Graduate,Salaried,433500.37,724881.22,Education,648.7,0,21,29.97,2020-12-03,0
100382,31.0,Male,West,Post-Graduate,,851090.47,807078.5,Other,739.7,3,31,9.32,2021-11-01,0
100383,18.0,Male,West,Graduate,Salaried,467015.03,332654.96,Home,566.7,1,31,41.08,2024-05-31,0
100384,32.0,Female,South,Graduate,,480298.32,411117.55,Business,779.5,2,22,42.69,2021-11-20,0
100385,30.0,Male,East,Primary,Salaried,946172.93,284170.69,Other,555.5,1,23,28.06,2024-10-28,1
100386,40.0,Other,East,Secondary,Self-Employed,,228699.76,Home,623.2,2,22,25.38,2023-01-19,1
100387,42.0,Female,South,Secondary,Self-Employed,235421.26,541955.8,Home,595.2,3,21,30.3,2024-09-25,0
100388,59.0,Female,West,Secondary,Salaried,503493.68,209578.06,Car,530.9,3,22,25.71,2019-09-22,0
100389,48.0,Male,South,Graduate,Salaried,421416.9,350889.53,Other,688.0,1,32,34.85,2018-11-17,0
100390,32.0,Female,East,Graduate,Self-Employed,323268.36,247681.39,Education,833.5,1,32,20.43,2021-02-28,0
100391,28.0,Female,North,Secondary,Salaried,499426.34,625816.69,Education,850.0,3,28,21.76,2023-01-09,0
100392,43.0,Male,South,Secondary,Salaried,720716.88,1326243.31,Home,688.3,5,26,19.66,2025-11-05,0
100393,23.0,Female,West,Graduate,Self-Employed,547197.38,206086.25,Home,774.9,1,17,63.86,2021-05-07,1
100394,58.0,Female,East,Graduate,Self-Employed,651161.62,148033.19,Business,,3,25,20.14,2020-06-23,0
100395,51.0,Male,East,Secondary,Self-Employed,1491134.49,417512.9,Home,722.4,1,20,36.11,2018-02-05,0
100396,33.0,Male,East,Post-Graduate,Unemployed,455472.3,454258.43,Education,650.9,1,23,24.06,2025-10-09,1
100397,19.0,Male,East,Post-Graduate,Salaried,640987.55,513085.84,Other,696.6,2,29,10.03,2025-03-18,0
100398,53.0,Male,West,Secondary,Self-Employed,415653.06,344280.0,Home,725.7,0,25,35.9,2024-06-11,0
100399,37.0,Male,North,Secondary,Salaried,345302.36,398961.13,Education,630.8,2,23,28.58,2022-05-10,0
100400,52.0,Male,East,Graduate,Salaried,398703.91,561018.47,Home,673.4,2,26,14.48,2026-05-14,0
100401,20.0,Male,South,Post-Graduate,Salaried,422673.94,840087.55,Education,675.0,1,24,29.9,2026-01-19,0
100402,31.0,Male,North,Graduate,Salaried,670236.05,139242.68,Home,750.2,4,24,71.87,2018-01-12,1
100403,38.0,Female,East,Primary,Salaried,2002016.02,360641.33,Business,589.4,5,31,16.72,2023-11-01,0
100404,39.0,Female,North,Secondary,Salaried,370960.05,511594.78,Car,675.6,2,25,50.05,2026-07-01,0
100405,33.0,Female,South,Graduate,Self-Employed,437367.74,259423.52,Car,842.5,1,29,53.84,2021-12-02,0
100406,45.0,Male,East,Graduate,Salaried,531232.95,1271495.9,Education,778.9,2,28,37.54,2023-06-10,1
100407,26.0,Male,South,Secondary,Salaried,683760.46,307354.45,Home,794.7,3,18,39.6,2022-11-03,0
100408,36.0,Male,West,Graduate,Unemployed,635791.85,438987.95,Business,682.1,0,29,14.6,2021-12-05,0
100409,39.0,Male,East,Graduate,Salaried,1114510.94,628201.42,Car,707.3,1,19,46.91,2020-08-14,0
100410,44.0,Male,East,Graduate,Salaried,144807.12,315600.35,Education,765.2,5,21,25.26,2019-12-14,1
100411,,Female,East,Graduate,Salaried,147984.4,148606.78,Home,812.6,3,24,41.44,2023-08-05,0
100412,26.0,Male,East,Graduate,Salaried,418712.82,347948.63,Business,514.1,0,32,26.3,2021-07-03,0
100413,21.0,Female,West,Secondary,Salaried,1005694.25,834566.07,Home,568.2,4,24,31.1,2018-08-29,0
100414,52.0,Female,East,Graduate,Salaried,232481.78,367642.32,Car,791.3,2,21,29.41,2026-01-24,0
100415,42.0,Male,North,Secondary,Salaried,,270801.75,Home,656.5,2,35,14.56,2023-05-10,0
100416,30.0,Male,East,Graduate,Salaried,753001.3,784189.66,Business,622.9,1,20,58.13,2023-07-06,0
100417,,Female,West,Secondary,Salaried,628873.27,368994.83,Home,573.4,4,25,29.48,2020-06-14,1
100418,39.0,Male,East,Graduate,Salaried,301962.75,331342.01,Other,,1,19,43.24,2026-02-02,1
100419,51.0,Male,North,Secondary,Self-Employed,319856.19,492217.77,Other,560.8,1,28,34.88,2022-01-15,0
100420,,,West,Primary,Self-Employed,322647.12,714581.97,Home,850.0,3,24,11.4,2025-09-04,0
100421,61.0,Male,West,Secondary,Salaried,584474.24,1878587.98,Education,678.1,2,32,9.21,2020-10-21,0
100422,57.0,Female,North,Primary,Salaried,389726.37,739215.32,Home,675.1,2,18,6.12,2019-08-24,0
100423,35.0,,North,Graduate,Self-Employed,721731.68,902484.54,Car,730.0,1,29,18.55,2024-05-18,1
100424,49.0,Male,North,Graduate,Salaried,114419.74,332176.97,Business,761.8,2,24,22.79,2025-05-22,0
100425,45.0,Male,North,Graduate,Salaried,343315.47,243161.72,Education,760.4,2,22,23.35,2019-08-22,0
100426,53.0,Male,North,Secondary,Salaried,296067.83,467148.13,Education,771.3,1,26,44.3,2026-04-15,0
100427,27.0,Male,West,Primary,Unemployed,477675.15,479886.46,Car,626.4,2,24,24.44,2023-02-28,0
100428,46.0,Male,West,Primary,Self-Employed,,235601.06,Car,654.7,1,18,5.36,2021-02-16,0
100429,50.0,Female,East,Secondary,Salaried,3365046.61,405074.44,Home,745.4,3,27,22.01,2020-10-08,0
100430,19.0,Male,East,Post-Graduate,Self-Employed,197805.27,571827.94,Business,635.2,0,31,6.31,2026-01-26,0
100431,25.0,Male,South,Secondary,Salaried,563934.77,558627.91,Education,679.6,1,24,43.21,2022-03-09,0
100432,18.0,Other,East,Secondary,Self-Employed,747701.11,609001.23,Business,713.9,2,28,67.48,2021-01-08,0
100433,35.0,Female,East,Primary,Salaried,1527021.47,535835.08,Home,746.7,3,25,32.35,2022-07-05,0
100434,46.0,Female,North,Secondary,Salaried,421975.39,331969.26,Car,528.9,3,26,41.57,2022-08-28,0
100435,55.0,Male,North,Graduate,Self-Employed,657451.18,330599.35,Car,740.8,0,27,21.4,2026-01-20,0
100436,39.0,Female,East,Graduate,Salaried,203933.46,219176.37,Home,660.1,1,27,27.63,2020-08-14,1
100437,56.0,Female,South,Secondary,Salaried,147575.86,1313056.11,Car,740.1,2,28,21.24,2018-08-07,1
100438,23.0,Male,North,Primary,Unemployed,875280.31,453646.29,Business,746.0,0,21,62.8,2019-12-28,0
100439,19.0,Male,East,Secondary,Salaried,548320.58,393206.83,Other,816.7,2,26,36.05,2026-05-15,0
100440,37.0,Female,East,Secondary,Salaried,1051633.83,257745.41,Education,,3,23,4.65,2022-09-27,0
100441,42.0,Male,West,Secondary,Salaried,258409.8,2619247.45,Car,794.5,2,16,25.94,2022-01-29,1
100442,38.0,Male,South,Post-Graduate,Self-Employed,732061.45,236335.11,Home,802.7,4,21,27.65,2022-12-23,1
100443,18.0,Male,West,Graduate,Self-Employed,1537277.22,347908.26,Business,704.8,2,28,37.02,2019-06-02,0
100444,37.0,Male,South,Graduate,Salaried,692810.4,577523.82,Home,682.7,2,32,29.94,2020-03-22,0
100445,,Female,North,Secondary,Self-Employed,640364.86,645080.66,Other,754.2,0,22,27.22,2024-12-24,1
100446,45.0,Female,South,Secondary,Salaried,552594.31,799516.22,Car,742.2,0,31,35.51,2023-10-07,0
100447,42.0,Female,East,Graduate,Self-Employed,231813.57,1331168.87,Car,653.7,2,26,37.22,2021-09-22,0
100448,28.0,Male,East,Graduate,Salaried,1159197.68,609684.84,Other,714.4,1,32,36.83,2020-03-24,0
100449,32.0,Male,South,Graduate,Salaried,393053.83,238800.65,Home,677.0,1,25,36.09,2019-09-06,1
100450,26.0,Male,South,Secondary,Unemployed,725879.53,385707.96,Education,607.4,3,20,13.92,2019-03-02,0
100451,37.0,Male,South,Graduate,Salaried,232816.23,541285.58,Education,789.7,2,30,43.56,2022-05-03,1
100452,49.0,Male,West,Secondary,Salaried,287497.87,1556481.66,Home,684.7,4,19,27.65,2021-12-05,1
100453,27.0,Female,South,Graduate,Salaried,1211017.69,194525.7,Car,850.0,3,17,38.19,2022-12-17,0
100454,44.0,Male,North,Graduate,Unemployed,454365.54,925925.23,Education,541.8,2,22,29.2,2020-06-01,0
100455,,Female,West,Graduate,Salaried,1223192.83,501295.73,Business,632.7,1,28,34.75,2022-08-26,0
100456,29.0,Male,West,Primary,Salaried,526837.11,743929.23,Home,682.8,1,25,41.99,2019-03-08,1
100457,37.0,Male,South,Graduate,Salaried,199711.64,423287.13,Other,776.7,2,18,12.38,2021-11-01,0
100458,27.0,Male,North,Primary,Salaried,898346.15,271452.73,Home,714.0,5,30,21.82,2020-08-05,0
100459,32.0,Other,West,Secondary,Salaried,397612.34,706110.15,Home,706.4,4,19,19.72,2021-10-20,0
100460,25.0,Female,East,Secondary,Self-Employed,807705.19,666410.73,Home,584.2,1,18,7.93,2022-07-26,1
100461,60.0,Female,West,Graduate,Unemployed,557679.41,806320.87,Home,581.7,0,20,35.18,2026-03-02,1
100462,38.0,Male,South,Secondary,Salaried,235380.48,446422.05,Home,707.4,0,30,11.98,2024-09-18,0
100463,30.0,Male,North,Secondary,Salaried,602013.82,313987.87,Other,564.1,5,17,58.76,2024-12-14,0
100464,40.0,Female,South,Post-Graduate,Salaried,1840589.18,176615.56,Car,,4,29,62.47,2023-10-15,0
100465,37.0,Male,East,Secondary,Salaried,,735736.14,Home,722.6,2,30,15.12,2020-06-30,0
100466,36.0,Female,East,Graduate,Unemployed,532873.21,580320.93,Home,596.5,2,20,33.54,2019-01-26,0
100467,,,East,Secondary,Salaried,993622.29,252087.94,Business,816.5,4,30,37.04,2018-03-24,0
100468,46.0,Male,South,Primary,Salaried,617565.99,1352503.19,Business,784.0,3,30,36.65,2020-09-29,0
100469,32.0,Male,West,Graduate,Self-Employed,617180.86,340083.88,Home,546.4,6,32,34.91,2019-04-26,0
100470,32.0,Male,South,Primary,Salaried,301727.54,184833.78,Home,600.7,0,16,60.55,2020-02-16,0
100471,35.0,Female,North,Secondary,Self-Employed,625489.59,275513.92,Home,485.7,3,27,36.84,2025-10-03,1
100472,18.0,Male,West,Graduate,Salaried,972054.78,227909.67,Home,613.5,1,28,20.27,2022-10-21,0
100473,21.0,Male,East,Graduate,Self-Employed,347263.58,351342.02,Home,745.1,1,20,35.66,2021-06-02,0
100474,,Male,South,Graduate,Unemployed,1203983.57,288885.12,Car,644.8,1,21,28.72,2021-02-10,0
100475,56.0,Male,East,Secondary,Self-Employed,522946.92,169532.5,Home,719.2,5,21,14.39,2025-05-23,0
100476,35.0,Female,East,Primary,Unemployed,337526.84,1514441.07,Education,550.6,6,26,13.98,2022-03-16,1
100477,44.0,Female,North,Graduate,,952048.44,954103.37,Home,747.8,1,30,27.72,2023-03-27,0
100478,41.0,Female,West,Graduate,Salaried,469740.99,281979.94,Other,632.8,2,24,44.59,2019-06-07,0
100479,72.0,Female,North,Graduate,,835183.5,529906.42,Other,681.0,0,25,29.2,2023-04-17,0
100480,50.0,Male,North,Graduate,Salaried,468460.15,578088.31,Education,672.1,0,25,54.92,2022-08-22,0
100481,37.0,Female,North,Graduate,Salaried,532197.09,919563.5,Car,571.9,4,26,46.49,2024-03-02,1
100482,27.0,Male,East,Secondary,Salaried,721531.76,275361.44,Car,582.0,2,20,32.71,2020-01-12,1
100483,20.0,Male,North,Secondary,Salaried,645426.71,866542.93,Car,762.3,1,30,48.69,2024-06-24,1
100484,40.0,Female,North,Graduate,Salaried,,323922.54,Business,713.9,2,35,36.46,2018-10-05,0
100485,30.0,Male,West,Secondary,Salaried,296852.16,201891.44,Car,769.3,0,26,41.13,2026-01-28,1
100486,22.0,Female,West,Secondary,Self-Employed,916987.43,694873.29,Business,707.6,0,22,3.88,2018-05-28,0
100487,31.0,Male,North,Graduate,Salaried,511446.59,976234.32,Other,692.2,2,20,16.51,2020-02-17,0
100488,26.0,Female,West,Post-Graduate,Salaried,412347.34,2125990.24,Car,533.3,2,17,36.69,2021-01-11,0
100489,57.0,Female,West,Secondary,Salaried,260525.98,219074.62,Education,657.0,0,28,21.18,2019-02-23,0
100490,48.0,Female,North,Primary,Salaried,303706.96,684438.91,Home,677.7,2,21,30.8,2025-01-29,0
100491,38.0,Female,East,Secondary,Unemployed,180897.22,351906.96,Home,846.0,1,26,37.75,2024-09-05,1
100492,54.0,Female,North,Graduate,Salaried,520200.28,720008.35,Car,738.4,3,25,44.31,2021-03-02,1
100493,39.0,Male,West,Post-Graduate,Salaried,,186224.67,Home,810.6,4,18,3.12,2020-07-28,1
